,category,country,description,lat,lon,rank,start,timezone,title,as_of_date,label
445,disasters,US,"The National Weather Service in Melbourne has issued a Fire Weather Watch, which is in effect Wednesday afternoon.



 -  AFFECTED AREA:  Inland Volusia County:  Northern Lake County:  Orange:  Seminole:  Southern Brevard County.

Osceola:  Indian River:  Okeechobee:  St. Lucie:  Martin. Coastal Volusia County:  Southern Lake County:  Northern Brevard County.



 -  WIND: Northwest 10 to 15 mph.



 -  HUMIDITY: Minimum humidity around 30 percent west of I-95. around 25 percent along and north of I-4.



 -  IMPACTS: Any fires that develop will likely spread rapidly. Outdoor burning is not recommended.",28.5586,-80.7806,65,2018-11-28T17:00:00Z,America/New_York,Fire Weather Watch,2018-11-28,disaster-warning
445,disasters,US,"The National Weather Service in Melbourne has issued a Fire Weather Watch, which is in effect Wednesday afternoon.



 -  AFFECTED AREA:  Inland Volusia County:  Northern Lake County:  Orange:  Seminole:  Southern Brevard County.

Osceola:  Indian River:  Okeechobee:  St. Lucie:  Martin. Coastal Volusia County:  Southern Lake County:  Northern Brevard County.



 -  WIND: Northwest 10 to 15 mph.



 -  HUMIDITY: Minimum humidity around 30 percent west of I-95. around 25 percent along and north of I-4.



 -  IMPACTS: Any fires that develop will likely spread rapidly. Outdoor burning is not recommended.",28.5586,-80.7806,65,2018-11-28T17:00:00Z,America/New_York,Fire Weather Watch,2018-11-28,fire
446,disasters,US,"The National Weather Service in Melbourne has issued a Fire Weather Watch, which is in effect Wednesday afternoon.



 -  AFFECTED AREA:  Inland Volusia County:  Northern Lake County:  Orange:  Seminole:  Southern Brevard County.

Osceola:  Indian River:  Okeechobee:  St. Lucie:  Martin. Coastal Volusia County:  Southern Lake County:  Northern Brevard County.



 -  WIND: Northwest 10 to 15 mph.



 -  HUMIDITY: Minimum humidity around 30 percent west of I-95. around 25 percent along and north of I-4.



 -  IMPACTS: Any fires that develop will likely spread rapidly. Outdoor burning is not recommended.",29.0924,-81.3638,65,2018-11-28T17:00:00Z,America/New_York,Fire Weather Watch,2018-11-28,disaster
446,disasters,US,"The National Weather Service in Melbourne has issued a Fire Weather Watch, which is in effect Wednesday afternoon.



 -  AFFECTED AREA:  Inland Volusia County:  Northern Lake County:  Orange:  Seminole:  Southern Brevard County.

Osceola:  Indian River:  Okeechobee:  St. Lucie:  Martin. Coastal Volusia County:  Southern Lake County:  Northern Brevard County.



 -  WIND: Northwest 10 to 15 mph.



 -  HUMIDITY: Minimum humidity around 30 percent west of I-95. around 25 percent along and north of I-4.



 -  IMPACTS: Any fires that develop will likely spread rapidly. Outdoor burning is not recommended.",29.0924,-81.3638,65,2018-11-28T17:00:00Z,America/New_York,Fire Weather Watch,2018-11-28,disaster-warning
446,disasters,US,"The National Weather Service in Melbourne has issued a Fire Weather Watch, which is in effect Wednesday afternoon.



 -  AFFECTED AREA:  Inland Volusia County:  Northern Lake County:  Orange:  Seminole:  Southern Brevard County.

Osceola:  Indian River:  Okeechobee:  St. Lucie:  Martin. Coastal Volusia County:  Southern Lake County:  Northern Brevard County.



 -  WIND: Northwest 10 to 15 mph.



 -  HUMIDITY: Minimum humidity around 30 percent west of I-95. around 25 percent along and north of I-4.



 -  IMPACTS: Any fires that develop will likely spread rapidly. Outdoor burning is not recommended.",29.0924,-81.3638,65,2018-11-28T17:00:00Z,America/New_York,Fire Weather Watch,2018-11-28,fire
447,disasters,US,"The National Weather Service in Melbourne has issued a Fire Weather Watch, which is in effect Wednesday afternoon.



 -  AFFECTED AREA:  Inland Volusia County:  Northern Lake County:  Orange:  Seminole:  Southern Brevard County.

Osceola:  Indian River:  Okeechobee:  St. Lucie:  Martin. Coastal Volusia County:  Southern Lake County:  Northern Brevard County.



 -  WIND: Northwest 10 to 15 mph.



 -  HUMIDITY: Minimum humidity around 30 percent west of I-95. around 25 percent along and north of I-4.



 -  IMPACTS: Any fires that develop will likely spread rapidly. Outdoor burning is not recommended.",28.5148,-81.3238,65,2018-11-28T17:00:00Z,America/New_York,Fire Weather Watch,2018-11-28,disaster
447,disasters,US,"The National Weather Service in Melbourne has issued a Fire Weather Watch, which is in effect Wednesday afternoon.



 -  AFFECTED AREA:  Inland Volusia County:  Northern Lake County:  Orange:  Seminole:  Southern Brevard County.

Osceola:  Indian River:  Okeechobee:  St. Lucie:  Martin. Coastal Volusia County:  Southern Lake County:  Northern Brevard County.



 -  WIND: Northwest 10 to 15 mph.



 -  HUMIDITY: Minimum humidity around 30 percent west of I-95. around 25 percent along and north of I-4.



 -  IMPACTS: Any fires that develop will likely spread rapidly. Outdoor burning is not recommended.",28.5148,-81.3238,65,2018-11-28T17:00:00Z,America/New_York,Fire Weather Watch,2018-11-28,disaster-warning
447,disasters,US,"The National Weather Service in Melbourne has issued a Fire Weather Watch, which is in effect Wednesday afternoon.



 -  AFFECTED AREA:  Inland Volusia County:  Northern Lake County:  Orange:  Seminole:  Southern Brevard County.

Osceola:  Indian River:  Okeechobee:  St. Lucie:  Martin. Coastal Volusia County:  Southern Lake County:  Northern Brevard County.



 -  WIND: Northwest 10 to 15 mph.



 -  HUMIDITY: Minimum humidity around 30 percent west of I-95. around 25 percent along and north of I-4.



 -  IMPACTS: Any fires that develop will likely spread rapidly. Outdoor burning is not recommended.",28.5148,-81.3238,65,2018-11-28T17:00:00Z,America/New_York,Fire Weather Watch,2018-11-28,fire
448,disasters,US,"The National Weather Service in Melbourne has issued a Fire Weather Watch, which is in effect Wednesday afternoon.



 -  AFFECTED AREA:  Inland Volusia County:  Northern Lake County:  Orange:  Seminole:  Southern Brevard County.

Osceola:  Indian River:  Okeechobee:  St. Lucie:  Martin. Coastal Volusia County:  Southern Lake County:  Northern Brevard County.



 -  WIND: Northwest 10 to 15 mph.



 -  HUMIDITY: Minimum humidity around 30 percent west of I-95. around 25 percent along and north of I-4.



 -  IMPACTS: Any fires that develop will likely spread rapidly. Outdoor burning is not recommended.",29.0347,-81.0523,65,2018-11-28T17:00:00Z,America/New_York,Fire Weather Watch,2018-11-28,disaster
448,disasters,US,"The National Weather Service in Melbourne has issued a Fire Weather Watch, which is in effect Wednesday afternoon.



 -  AFFECTED AREA:  Inland Volusia County:  Northern Lake County:  Orange:  Seminole:  Southern Brevard County.

Osceola:  Indian River:  Okeechobee:  St. Lucie:  Martin. Coastal Volusia County:  Southern Lake County:  Northern Brevard County.



 -  WIND: Northwest 10 to 15 mph.



 -  HUMIDITY: Minimum humidity around 30 percent west of I-95. around 25 percent along and north of I-4.



 -  IMPACTS: Any fires that develop will likely spread rapidly. Outdoor burning is not recommended.",29.0347,-81.0523,65,2018-11-28T17:00:00Z,America/New_York,Fire Weather Watch,2018-11-28,disaster-warning
448,disasters,US,"The National Weather Service in Melbourne has issued a Fire Weather Watch, which is in effect Wednesday afternoon.



 -  AFFECTED AREA:  Inland Volusia County:  Northern Lake County:  Orange:  Seminole:  Southern Brevard County.

Osceola:  Indian River:  Okeechobee:  St. Lucie:  Martin. Coastal Volusia County:  Southern Lake County:  Northern Brevard County.



 -  WIND: Northwest 10 to 15 mph.



 -  HUMIDITY: Minimum humidity around 30 percent west of I-95. around 25 percent along and north of I-4.



 -  IMPACTS: Any fires that develop will likely spread rapidly. Outdoor burning is not recommended.",29.0347,-81.0523,65,2018-11-28T17:00:00Z,America/New_York,Fire Weather Watch,2018-11-28,fire
449,disasters,US,"The National Weather Service in Melbourne has issued a Fire Weather Watch, which is in effect Wednesday afternoon.



 -  AFFECTED AREA:  Inland Volusia County:  Northern Lake County:  Orange:  Seminole:  Southern Brevard County.

Osceola:  Indian River:  Okeechobee:  St. Lucie:  Martin. Coastal Volusia County:  Southern Lake County:  Northern Brevard County.



 -  WIND: Northwest 10 to 15 mph.



 -  HUMIDITY: Minimum humidity around 30 percent west of I-95. around 25 percent along and north of I-4.



 -  IMPACTS: Any fires that develop will likely spread rapidly. Outdoor burning is not recommended.",28.0627,-81.1495,65,2018-11-28T17:00:00Z,America/New_York,Fire Weather Watch,2018-11-28,disaster
449,disasters,US,"The National Weather Service in Melbourne has issued a Fire Weather Watch, which is in effect Wednesday afternoon.



 -  AFFECTED AREA:  Inland Volusia County:  Northern Lake County:  Orange:  Seminole:  Southern Brevard County.

Osceola:  Indian River:  Okeechobee:  St. Lucie:  Martin. Coastal Volusia County:  Southern Lake County:  Northern Brevard County.



 -  WIND: Northwest 10 to 15 mph.



 -  HUMIDITY: Minimum humidity around 30 percent west of I-95. around 25 percent along and north of I-4.



 -  IMPACTS: Any fires that develop will likely spread rapidly. Outdoor burning is not recommended.",28.0627,-81.1495,65,2018-11-28T17:00:00Z,America/New_York,Fire Weather Watch,2018-11-28,disaster-warning
449,disasters,US,"The National Weather Service in Melbourne has issued a Fire Weather Watch, which is in effect Wednesday afternoon.



 -  AFFECTED AREA:  Inland Volusia County:  Northern Lake County:  Orange:  Seminole:  Southern Brevard County.

Osceola:  Indian River:  Okeechobee:  St. Lucie:  Martin. Coastal Volusia County:  Southern Lake County:  Northern Brevard County.



 -  WIND: Northwest 10 to 15 mph.



 -  HUMIDITY: Minimum humidity around 30 percent west of I-95. around 25 percent along and north of I-4.



 -  IMPACTS: Any fires that develop will likely spread rapidly. Outdoor burning is not recommended.",28.0627,-81.1495,65,2018-11-28T17:00:00Z,America/New_York,Fire Weather Watch,2018-11-28,fire
450,disasters,US,"The National Weather Service in Melbourne has issued a Fire Weather Watch, which is in effect Wednesday afternoon.



 -  AFFECTED AREA:  Inland Volusia County:  Northern Lake County:  Orange:  Seminole:  Southern Brevard County.

Osceola:  Indian River:  Okeechobee:  St. Lucie:  Martin. Coastal Volusia County:  Southern Lake County:  Northern Brevard County.



 -  WIND: Northwest 10 to 15 mph.



 -  HUMIDITY: Minimum humidity around 30 percent west of I-95. around 25 percent along and north of I-4.



 -  IMPACTS: Any fires that develop will likely spread rapidly. Outdoor burning is not recommended.",28.5634,-81.8061,65,2018-11-28T17:00:00Z,America/New_York,Fire Weather Watch,2018-11-28,disaster
450,disasters,US,"The National Weather Service in Melbourne has issued a Fire Weather Watch, which is in effect Wednesday afternoon.



 -  AFFECTED AREA:  Inland Volusia County:  Northern Lake County:  Orange:  Seminole:  Southern Brevard County.

Osceola:  Indian River:  Okeechobee:  St. Lucie:  Martin. Coastal Volusia County:  Southern Lake County:  Northern Brevard County.



 -  WIND: Northwest 10 to 15 mph.



 -  HUMIDITY: Minimum humidity around 30 percent west of I-95. around 25 percent along and north of I-4.



 -  IMPACTS: Any fires that develop will likely spread rapidly. Outdoor burning is not recommended.",28.5634,-81.8061,65,2018-11-28T17:00:00Z,America/New_York,Fire Weather Watch,2018-11-28,disaster-warning
450,disasters,US,"The National Weather Service in Melbourne has issued a Fire Weather Watch, which is in effect Wednesday afternoon.



 -  AFFECTED AREA:  Inland Volusia County:  Northern Lake County:  Orange:  Seminole:  Southern Brevard County.

Osceola:  Indian River:  Okeechobee:  St. Lucie:  Martin. Coastal Volusia County:  Southern Lake County:  Northern Brevard County.



 -  WIND: Northwest 10 to 15 mph.



 -  HUMIDITY: Minimum humidity around 30 percent west of I-95. around 25 percent along and north of I-4.



 -  IMPACTS: Any fires that develop will likely spread rapidly. Outdoor burning is not recommended.",28.5634,-81.8061,65,2018-11-28T17:00:00Z,America/New_York,Fire Weather Watch,2018-11-28,fire
451,disasters,US,"The National Weather Service in Melbourne has issued a Fire Weather Watch, which is in effect Wednesday afternoon.



 -  AFFECTED AREA:  Inland Volusia County:  Northern Lake County:  Orange:  Seminole:  Southern Brevard County.

Osceola:  Indian River:  Okeechobee:  St. Lucie:  Martin. Coastal Volusia County:  Southern Lake County:  Northern Brevard County.



 -  WIND: Northwest 10 to 15 mph.



 -  HUMIDITY: Minimum humidity around 30 percent west of I-95. around 25 percent along and north of I-4.



 -  IMPACTS: Any fires that develop will likely spread rapidly. Outdoor burning is not recommended.",27.0844,-80.3893,65,2018-11-28T17:00:00Z,America/New_York,Fire Weather Watch,2018-11-28,disaster
451,disasters,US,"The National Weather Service in Melbourne has issued a Fire Weather Watch, which is in effect Wednesday afternoon.



 -  AFFECTED AREA:  Inland Volusia County:  Northern Lake County:  Orange:  Seminole:  Southern Brevard County.

Osceola:  Indian River:  Okeechobee:  St. Lucie:  Martin. Coastal Volusia County:  Southern Lake County:  Northern Brevard County.



 -  WIND: Northwest 10 to 15 mph.



 -  HUMIDITY: Minimum humidity around 30 percent west of I-95. around 25 percent along and north of I-4.



 -  IMPACTS: Any fires that develop will likely spread rapidly. Outdoor burning is not recommended.",27.0844,-80.3893,65,2018-11-28T17:00:00Z,America/New_York,Fire Weather Watch,2018-11-28,disaster-warning
451,disasters,US,"The National Weather Service in Melbourne has issued a Fire Weather Watch, which is in effect Wednesday afternoon.



 -  AFFECTED AREA:  Inland Volusia County:  Northern Lake County:  Orange:  Seminole:  Southern Brevard County.

Osceola:  Indian River:  Okeechobee:  St. Lucie:  Martin. Coastal Volusia County:  Southern Lake County:  Northern Brevard County.



 -  WIND: Northwest 10 to 15 mph.



 -  HUMIDITY: Minimum humidity around 30 percent west of I-95. around 25 percent along and north of I-4.



 -  IMPACTS: Any fires that develop will likely spread rapidly. Outdoor burning is not recommended.",27.0844,-80.3893,65,2018-11-28T17:00:00Z,America/New_York,Fire Weather Watch,2018-11-28,fire
452,disasters,US,"The National Weather Service in Melbourne has issued a Fire Weather Watch, which is in effect Wednesday afternoon.



 -  AFFECTED AREA:  Inland Volusia County:  Northern Lake County:  Orange:  Seminole:  Southern Brevard County.

Osceola:  Indian River:  Okeechobee:  St. Lucie:  Martin. Coastal Volusia County:  Southern Lake County:  Northern Brevard County.



 -  WIND: Northwest 10 to 15 mph.



 -  HUMIDITY: Minimum humidity around 30 percent west of I-95. around 25 percent along and north of I-4.



 -  IMPACTS: Any fires that develop will likely spread rapidly. Outdoor burning is not recommended.",28.717,-81.2362,65,2018-11-28T17:00:00Z,America/New_York,Fire Weather Watch,2018-11-28,disaster
452,disasters,US,"The National Weather Service in Melbourne has issued a Fire Weather Watch, which is in effect Wednesday afternoon.



 -  AFFECTED AREA:  Inland Volusia County:  Northern Lake County:  Orange:  Seminole:  Southern Brevard County.

Osceola:  Indian River:  Okeechobee:  St. Lucie:  Martin. Coastal Volusia County:  Southern Lake County:  Northern Brevard County.



 -  WIND: Northwest 10 to 15 mph.



 -  HUMIDITY: Minimum humidity around 30 percent west of I-95. around 25 percent along and north of I-4.



 -  IMPACTS: Any fires that develop will likely spread rapidly. Outdoor burning is not recommended.",28.717,-81.2362,65,2018-11-28T17:00:00Z,America/New_York,Fire Weather Watch,2018-11-28,disaster-warning
452,disasters,US,"The National Weather Service in Melbourne has issued a Fire Weather Watch, which is in effect Wednesday afternoon.



 -  AFFECTED AREA:  Inland Volusia County:  Northern Lake County:  Orange:  Seminole:  Southern Brevard County.

Osceola:  Indian River:  Okeechobee:  St. Lucie:  Martin. Coastal Volusia County:  Southern Lake County:  Northern Brevard County.



 -  WIND: Northwest 10 to 15 mph.



 -  HUMIDITY: Minimum humidity around 30 percent west of I-95. around 25 percent along and north of I-4.



 -  IMPACTS: Any fires that develop will likely spread rapidly. Outdoor burning is not recommended.",28.717,-81.2362,65,2018-11-28T17:00:00Z,America/New_York,Fire Weather Watch,2018-11-28,fire
453,disasters,,,9.3651,-70.6481,83,2018-11-28T15:00:06Z,America/Caracas,"M 4.6 - 6km WSW of Motatan, Venezuela",2018-11-28,disaster
453,disasters,,,9.3651,-70.6481,83,2018-11-28T15:00:06Z,America/Caracas,"M 4.6 - 6km WSW of Motatan, Venezuela",2018-11-28,earthquake
454,disasters,,,35.8167,68.6819,82,2018-11-28T14:44:25Z,Asia/Kabul,"M 4.9 - 14km SSW of Pul-e Khumri, Afghanistan",2018-11-28,disaster
454,disasters,,,35.8167,68.6819,82,2018-11-28T14:44:25Z,Asia/Kabul,"M 4.9 - 14km SSW of Pul-e Khumri, Afghanistan",2018-11-28,earthquake
455,disasters,,,-8.6659,109.6837,73,2018-11-29T20:42:04Z,Asia/Jakarta,"M 5.0 - 101km SW of Srandakan, Indonesia",2018-11-29,disaster
455,disasters,,,-8.6659,109.6837,73,2018-11-29T20:42:04Z,Asia/Jakarta,"M 5.0 - 101km SW of Srandakan, Indonesia",2018-11-29,earthquake
456,disasters,,,0.2788,97.2499,84,2018-11-29T20:18:13Z,Asia/Jakarta,"M 4.6 - 234km SW of Sibolga, Indonesia",2018-11-29,disaster
456,disasters,,,0.2788,97.2499,84,2018-11-29T20:18:13Z,Asia/Jakarta,"M 4.6 - 234km SW of Sibolga, Indonesia",2018-11-29,earthquake
457,disasters,,,37.5218,20.3663,84,2018-11-29T19:59:57Z,Europe/Athens,"M 4.6 - 46km WSW of Mouzaki, Greece",2018-11-29,disaster
457,disasters,,,37.5218,20.3663,84,2018-11-29T19:59:57Z,Europe/Athens,"M 4.6 - 46km WSW of Mouzaki, Greece",2018-11-29,earthquake
458,disasters,NO,"Police in Norway says a train has collided with a truck at a crossing in southern Norway, injuring several people. Aage-Christoffer Lundeby, a press spokesman for Norwegian Railways who was traveling on the train, told the Norwegian News Agency NTB Thursday that there were about 100 people on board. He said three or four windows broke from the collision. Lundeby added: ""There are injuries and I have seen people with cuts and others who need medical attention."" He said he had spoken with the train driver and ""he is doing well."" Norwegian media reported that the driver of the truck was killed. The accident happened near the Norwegian town of Koppang, 205 kilometers (127 miles) north of Oslo.",61.570654000000005,11.055484,70,2018-11-29T19:17:26Z,Europe/Oslo,Vehicle Accident - Europe - Norway,2018-11-29,disaster
458,disasters,NO,"Police in Norway says a train has collided with a truck at a crossing in southern Norway, injuring several people. Aage-Christoffer Lundeby, a press spokesman for Norwegian Railways who was traveling on the train, told the Norwegian News Agency NTB Thursday that there were about 100 people on board. He said three or four windows broke from the collision. Lundeby added: ""There are injuries and I have seen people with cuts and others who need medical attention."" He said he had spoken with the train driver and ""he is doing well."" Norwegian media reported that the driver of the truck was killed. The accident happened near the Norwegian town of Koppang, 205 kilometers (127 miles) north of Oslo.",61.570654000000005,11.055484,70,2018-11-29T19:17:26Z,Europe/Oslo,Vehicle Accident - Europe - Norway,2018-11-29,vehicle-accident
459,disasters,IT,"Mild strombolian activity and lava flow were recorded by Boris Behncke at the eastern vent of Mount Etna's newly formed southeast crater on the morning of Thursday, November 29. ""Compared to a few days ago, the explosions are more frequent, though still very small,"" said Behncke, who works for the INGV (Italian National Institute of Geophysics and Volcanology) and recorded the footage from home. ""This activity is quite small and absolutely harmless, but very beautiful,"" Behncke said to Storyful.",37.751005,14.993435,70,2018-11-29T18:14:47Z,Europe/Rome,Volcano Eruption - Europe - Italy,2018-11-29,disaster
459,disasters,IT,"Mild strombolian activity and lava flow were recorded by Boris Behncke at the eastern vent of Mount Etna's newly formed southeast crater on the morning of Thursday, November 29. ""Compared to a few days ago, the explosions are more frequent, though still very small,"" said Behncke, who works for the INGV (Italian National Institute of Geophysics and Volcanology) and recorded the footage from home. ""This activity is quite small and absolutely harmless, but very beautiful,"" Behncke said to Storyful.",37.751005,14.993435,70,2018-11-29T18:14:47Z,Europe/Rome,Volcano Eruption - Europe - Italy,2018-11-29,volcano
460,disasters,US,"The Alaska Air National Guard rescued a pilot and passenger after their Cessna 172 crashed on Montague Island on Tuesday and then caught fire. The crash occurred on takeoff around 12:30 p.m. Tuesday, federal investigators say. The pilot, who was not identified, reported partial loss of engine power before crashing into a stand of trees. Both occupants received minor injuries, National Transportation Safety Board Alaska chief Clint Johnson said. The post-crash fire ""incinerated"" the plane, Johnson said. The agency is investigating the crash.",60.037797,-147.478275,70,2018-11-29T18:02:11Z,America/Anchorage,Vehicle Accident - North-America - USA,2018-11-29,disaster
460,disasters,US,"The Alaska Air National Guard rescued a pilot and passenger after their Cessna 172 crashed on Montague Island on Tuesday and then caught fire. The crash occurred on takeoff around 12:30 p.m. Tuesday, federal investigators say. The pilot, who was not identified, reported partial loss of engine power before crashing into a stand of trees. Both occupants received minor injuries, National Transportation Safety Board Alaska chief Clint Johnson said. The post-crash fire ""incinerated"" the plane, Johnson said. The agency is investigating the crash.",60.037797,-147.478275,70,2018-11-29T18:02:11Z,America/Anchorage,Vehicle Accident - North-America - USA,2018-11-29,vehicle-accident
461,disasters,PK,"At least 12 people including two women were injured when a passenger coach overturned on National Highway near Bella area of Lasbella district on Thursday. According to Levies sources, a Karachi-bound passenger bus carrying commuters from Quetta was on its way as it turned turtle due to over speeding, leaving 12 commuters injured on the spot. Levies force team receiving information reached the site and shifted the injured to district headquarters hospital for medical aid.",26.150275,66.376214,70,2018-11-29T17:55:39Z,Asia/Karachi,Vehicle Accident - Asia - Pakistan,2018-11-29,disaster
461,disasters,PK,"At least 12 people including two women were injured when a passenger coach overturned on National Highway near Bella area of Lasbella district on Thursday. According to Levies sources, a Karachi-bound passenger bus carrying commuters from Quetta was on its way as it turned turtle due to over speeding, leaving 12 commuters injured on the spot. Levies force team receiving information reached the site and shifted the injured to district headquarters hospital for medical aid.",26.150275,66.376214,70,2018-11-29T17:55:39Z,Asia/Karachi,Vehicle Accident - Asia - Pakistan,2018-11-29,vehicle-accident
462,disasters,,,34.3567,45.7232,83,2018-11-29T13:16:23Z,Asia/Tehran,"M 4.5 - 17km SW of Sarpol-e Zahab, Iran",2018-11-29,disaster
462,disasters,,,34.3567,45.7232,83,2018-11-29T13:16:23Z,Asia/Tehran,"M 4.5 - 17km SW of Sarpol-e Zahab, Iran",2018-11-29,earthquake
463,disasters,,,50.9781,-177.8468,80,2018-11-29T11:24:07Z,America/Adak,"M 4.8 - 93km ESE of Amatignak Island, Alaska",2018-11-29,disaster
463,disasters,,,50.9781,-177.8468,80,2018-11-29T11:24:07Z,America/Adak,"M 4.8 - 93km ESE of Amatignak Island, Alaska",2018-11-29,earthquake
464,disasters,,,0.1139,125.1782,73,2018-11-29T07:07:38Z,Asia/Makassar,"M 4.7 - 110km SE of Modayag, Indonesia",2018-11-29,disaster
464,disasters,,,0.1139,125.1782,73,2018-11-29T07:07:38Z,Asia/Makassar,"M 4.7 - 110km SE of Modayag, Indonesia",2018-11-29,earthquake
465,disasters,US,"A faulty gasket at Croda's Atlas Point facility near New Castle, Delaware is what caused toxic, highly flammable ethylene oxide to leak out on Sunday afternoon, the company says. The wrong gasket was fitted on one of the pipes during construction of the plant, which opened in October 2017, Croda officials said in a statement Tuesday afternoon. That part failed Sunday causing the leak, which forced some nearby residents to shelter in their homes and the Delaware River and Bay Authority to shut down both sides of the bridge for more than six and a half hours causing massive traffic delays. ""We are sending the gasket to independent experts for analysis and confirmation. Our findings show that no other damage occurred to the ethylene oxide plant,"" the company said in the statement. The plant is still shut down as Croda conducts a ""systemic review"" of all other equipment on the plant's pipes. ""Until this work is completed, and we, along with regulatory authorities, are confident that the plant can resume safe operations, we will not manufacture ethylene oxide,"" the statement said. Officials expect that process to be completed over the next two weeks. It's still not clear how much of the gas was released. Delaware's Department of Natural Resources and Environmental Control's initial public notification on the leak lists the amount of ethylene oxide released as ""N/A."" No one was injured as a result of the leak, but it created a traffic nightmare for travelers returning from Thanksgiving trips on Sunday evening. The shutdown of the Delaware Memorial Bridge forced thousands of drivers to take detours and created gridlock on nearby roads for several hours.",39.690675,-75.542051,70,2018-11-29T06:29:32Z,America/New_York,HAZMAT - North-America - USA,2018-11-29,disaster
465,disasters,US,"A faulty gasket at Croda's Atlas Point facility near New Castle, Delaware is what caused toxic, highly flammable ethylene oxide to leak out on Sunday afternoon, the company says. The wrong gasket was fitted on one of the pipes during construction of the plant, which opened in October 2017, Croda officials said in a statement Tuesday afternoon. That part failed Sunday causing the leak, which forced some nearby residents to shelter in their homes and the Delaware River and Bay Authority to shut down both sides of the bridge for more than six and a half hours causing massive traffic delays. ""We are sending the gasket to independent experts for analysis and confirmation. Our findings show that no other damage occurred to the ethylene oxide plant,"" the company said in the statement. The plant is still shut down as Croda conducts a ""systemic review"" of all other equipment on the plant's pipes. ""Until this work is completed, and we, along with regulatory authorities, are confident that the plant can resume safe operations, we will not manufacture ethylene oxide,"" the statement said. Officials expect that process to be completed over the next two weeks. It's still not clear how much of the gas was released. Delaware's Department of Natural Resources and Environmental Control's initial public notification on the leak lists the amount of ethylene oxide released as ""N/A."" No one was injured as a result of the leak, but it created a traffic nightmare for travelers returning from Thanksgiving trips on Sunday evening. The shutdown of the Delaware Memorial Bridge forced thousands of drivers to take detours and created gridlock on nearby roads for several hours.",39.690675,-75.542051,70,2018-11-29T06:29:32Z,America/New_York,HAZMAT - North-America - USA,2018-11-29,hazmat
466,disasters,,,6.7862,-72.9756,63,2018-11-29T05:31:55Z,America/Bogota,"M 4.6 - 11km NNE of Aratoca, Colombia",2018-11-29,disaster
466,disasters,,,6.7862,-72.9756,63,2018-11-29T05:31:55Z,America/Bogota,"M 4.6 - 11km NNE of Aratoca, Colombia",2018-11-29,earthquake
467,disasters,GB,"Ambulance crews have treated eight people after a hazardous materials incident at Premier Foods' factory in Knighton, Staffordshire. Staffordshire Fire and Rescue were alerted to a chemical leak at 1.31 pm yesterday (Tuesday 27 November) at the Flashbrook Road site. Crews from Stafford, Gnosall, Stone, Sandyford, and Hanley attended the incident, along with five appliances and two specialist units - a decontamination unit and an environment unit. The fire and rescue service said two firefighters and two members of the ambulance service's Hazardous Area Response Team wearing gas-tight suits were inspecting the affected area. Firefighters worked with the affected employees of the company to ensure it could carry on with its business as soon as possible. Responded to the scene The West Midlands Ambulance Service confirmed it was called to reports of a chemical incident at Premier Foods at about 1.50pm. An ambulance service spokesman told <em>Food Manufacture: ""A number of ambulance resources responded to the scene, including the Trust's Hazardous Area Response Team, a critical care car from Midlands Air Ambulance, an ambulance and several paramedic officers. ""A total of eight patients were assessed and treated by ambulance staff on the scene for minor conditions. All eight did not require hospital treatment and were discharged on the scene.""",52.838938,-2.375813,70,2018-11-29T04:51:32Z,Europe/London,HAZMAT - Europe - United Kingdom,2018-11-29,disaster
467,disasters,GB,"Ambulance crews have treated eight people after a hazardous materials incident at Premier Foods' factory in Knighton, Staffordshire. Staffordshire Fire and Rescue were alerted to a chemical leak at 1.31 pm yesterday (Tuesday 27 November) at the Flashbrook Road site. Crews from Stafford, Gnosall, Stone, Sandyford, and Hanley attended the incident, along with five appliances and two specialist units - a decontamination unit and an environment unit. The fire and rescue service said two firefighters and two members of the ambulance service's Hazardous Area Response Team wearing gas-tight suits were inspecting the affected area. Firefighters worked with the affected employees of the company to ensure it could carry on with its business as soon as possible. Responded to the scene The West Midlands Ambulance Service confirmed it was called to reports of a chemical incident at Premier Foods at about 1.50pm. An ambulance service spokesman told <em>Food Manufacture: ""A number of ambulance resources responded to the scene, including the Trust's Hazardous Area Response Team, a critical care car from Midlands Air Ambulance, an ambulance and several paramedic officers. ""A total of eight patients were assessed and treated by ambulance staff on the scene for minor conditions. All eight did not require hospital treatment and were discharged on the scene.""",52.838938,-2.375813,70,2018-11-29T04:51:32Z,Europe/London,HAZMAT - Europe - United Kingdom,2018-11-29,hazmat
468,disasters,,,12.997,-81.2839,84,2018-11-29T04:49:29Z,America/Bogota,"M 4.6 - 41km SSE of Mountain, Colombia",2018-11-29,disaster
468,disasters,,,12.997,-81.2839,84,2018-11-29T04:49:29Z,America/Bogota,"M 4.6 - 41km SSE of Mountain, Colombia",2018-11-29,earthquake
